1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
59.80000000000033,59.80000000000033,59.80000000000033,59.80000000000033,59.80000000000033,59.80000000000033,8,1,Flexible Structure
