1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
60.40000000000033,60.40000000000033,60.40000000000033,60.40000000000033,60.40000000000033,60.40000000000033,8,5,Flexible Structure
