1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
50.80000000000031,50.80000000000031,50.80000000000031,50.80000000000031,50.80000000000031,50.80000000000031,8,4,Flexible Structure
