1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
4.0000000000002345,4.0000000000002345,4.0000000000002345,4.0000000000002345,4.0000000000002345,4.0000000000002345,8,3,Flexible Structure
