1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
67.6000000000003,67.6000000000003,67.6000000000003,67.6000000000003,67.6000000000003,67.6000000000003,8,2,Flexible Structure
