generation,max_fitness,mean_fitness,stdev_fitness
0,88.31041085661013,6.102125788035883,21.507376754463404
1,92.89173230259881,8.051777936980303,23.966710403874945
2,88.34626719449066,6.360787821795863,21.328778942894747
3,90.53982739098296,8.062416332522456,23.353427620953227
4,90.43897665065052,5.5048440209853595,22.05683777425871
5,89.8001295007872,8.005098930485525,23.939681635200845
6,89.87237888630939,6.240223431854132,22.982728293588377
7,89.83935834262664,6.267745718197919,23.987217101543916
8,86.39248350911168,3.842929902496894,18.24238177179916
9,87.35486503108353,3.6655017570697646,20.38957546123827
10,87.53744140538646,4.969731922638656,22.426965483618766
11,89.7252886203982,4.638651893263396,20.591904486613764
12,75.06510580438041,1.2978373931208842,13.737154826092306
13,89.94111423509891,5.673697023573033,21.628279190716366
14,87.15399989261958,6.985711487714365,23.941172719585605
15,88.40855887687002,9.02413750170358,25.50207808104136
16,87.15946701359933,8.109304229169316,24.32235046087536
17,87.79003982910277,10.582103226812404,27.34786538174425
18,89.57598249381269,12.422152113787565,28.890720164506163
19,90.63650369121832,18.517260750988516,32.64455454280306
20,90.09616819497442,22.138506276345904,32.39621234683493
21,89.39466846406768,31.03886429403727,38.31731047168318
22,90.14661051127251,34.53984922881133,39.93683481735921
23,89.5870404150784,36.28310665348865,39.659776721341004
24,89.5935612249423,44.121184242324595,40.90982073351079
25,89.57466846406767,43.448958546476575,40.560238680745144
26,89.8022642182204,48.45513019574065,39.918157828718655
27,88.88226955283409,46.850985109136275,39.010345071904936
28,90.43067522005317,39.93057263153385,41.33567685745981
29,90.43356122494231,46.43818569837837,39.18331553421646
