generation,max_fitness,mean_fitness,stdev_fitness
0,89.84661051127252,11.664744490490609,27.451512448731464
1,90.45695410451701,9.085160505527226,26.457267835014235
2,91.23288973525115,7.893950253833594,24.459492994191994
3,89.1109239151048,8.23724950377802,23.49521685488272
4,91.90626786119732,8.434199673385859,24.623454939367075
5,91.6935612249423,8.197117033619435,25.161338111226943
6,88.74342770252085,5.3970405528118475,21.18523712314277
7,90.33454706086825,5.021725047807275,21.846911168481245
8,89.33879267830496,4.053143515086003,20.10168233915721
9,90.42698639161588,6.286590398450419,22.43979111064404
10,90.12394224923466,8.753006955923205,25.62164748498251
11,90.70885900702334,8.107982837186992,25.237765375446145
12,89.08788221052463,7.46971564395627,21.489660572569832
13,89.41968822339261,7.40635027488123,23.376459303894915
14,89.72968459414689,7.9008243570995305,24.103670007639916
15,91.11288973525116,8.277501758038026,24.403798372690584
16,89.64110614572688,14.00340038133792,27.328528024775512
17,91.2235580371701,15.370312861912293,31.178691136100966
18,90.30394224923467,16.970278778019324,30.413833602565536
19,87.68234767677737,18.123423801681476,31.302042989920277
20,90.83486503108354,20.40886226686552,33.73072577616304
21,89.9357442025855,33.95371269778005,37.79443973590191
22,91.74687189361195,33.12318436207717,40.347881989096514
23,91.09935834262663,38.151520215464004,38.39036014578114
24,90.73645558296866,36.309209730590794,37.29196388767812
25,89.34704041507841,37.75143549449215,35.4499400366991
26,90.83974528872261,37.61529856354908,39.21202981909383
27,90.86889138314545,38.680122290105636,37.61515036191337
28,90.05758228947823,43.89422957512299,38.40653905221329
29,90.05758228947823,50.70946185330384,38.8279615297079
