generation,max_fitness,mean_fitness,stdev_fitness
0,88.59105438238983,5.1600267767660615,21.069015091614503
1,87.13935834262664,3.5477574265966507,18.556017847534935
2,89.95172147976933,6.648930122777357,23.228322443774342
3,89.29968822339262,7.570065113535363,21.411061637920923
4,91.4652886203982,11.648870301022765,28.11095191943306
5,89.37794861721986,7.120449318789939,21.211805252617694
6,90.47931836898451,10.57924583109927,28.452321857883486
7,91.23667761151175,8.31468622930694,23.496631725926793
8,89.3587364548416,8.519061160002865,26.104799391059277
9,87.33970258104907,5.261815206734155,22.466945172657905
10,91.20324619773174,4.569520195061738,21.63042201272956
11,88.86085271205964,6.104799841219057,23.50341598167953
12,88.46010264641754,5.411240154687938,23.27622608987337
13,89.01667761151175,5.8350653536343975,23.37731214081352
14,87.16885900702333,4.470142318041427,20.040771119255673
15,90.25703951986408,12.640535656841271,29.339155672085877
16,89.3761129328935,8.54613944362553,25.25268266348283
17,89.42661051127251,11.642575160115165,28.467213603683152
18,88.80693855665947,14.754096498646476,29.521947282477843
19,90.39105438238983,18.53732908988585,32.52462314510401
20,89.80290651349462,24.862004890626373,35.92169862097743
21,87.17788162462297,24.879245721725024,35.029596179386125
22,89.73057091248862,30.24345220464726,37.23039949847419
23,90.1622642182204,36.58024857159657,37.4539453835764
24,92.30355803717008,46.41499992119121,37.441603420039634
25,90.60687189361195,36.849333060959474,36.490812893968524
26,89.88324619773175,44.93397203704687,36.65664379494458
27,93.21193985886488,40.185872124361815,37.11898657859706
28,92.55732261812774,55.39983317010061,37.24278743657772
29,90.32811752271652,44.9940352801618,37.81444837519764
