generation,max_fitness,mean_fitness,stdev_fitness
0,92.02878821817866,10.281982162207767,26.101565665101198
1,88.96853266049735,9.509303044921177,25.24679680906964
2,90.55385326087635,8.386174496456924,25.884528472173393
3,89.5987364548416,6.927388466756795,22.204454863814032
4,91.76855887687,7.6229593870603525,23.378157333109623
5,93.87679627126202,7.614072554967964,23.838328976072685
6,90.7374644828121,7.719691343979422,23.130079170931033
7,88.21469878726232,6.262990912743114,20.25978738688399
8,90.7548088972152,7.701151590830412,24.074613461741794
9,88.8135733118876,6.260474397273253,22.214492012318633
10,90.11520676758504,5.33592051410739,21.836224096737823
11,88.4566017374084,8.016255110896472,25.284898203231073
12,92.02506424239104,9.397603937836655,25.1001937651436
13,90.81399989261958,8.115002381785406,26.07288278299336
14,89.6935479947156,8.277304303735468,23.643031125157393
15,90.12698639161589,10.643428248422476,27.09428512342219
16,90.7335612249423,13.617063500179487,29.595978842962957
17,90.67067522005318,16.480203397260727,29.701815570491615
18,89.75974528872263,24.68130342220145,34.73853386572847
19,90.88467888464233,23.132561009722703,33.05811350208025
20,91.88226955283409,26.001266139746566,34.960652191951674
21,91.65288973525115,36.493118685665245,36.7701109636113
22,93.69289246928254,37.265934833967265,36.96962164385974
23,90.24302101441448,41.81580994956691,36.500513207070995
24,91.52341372532801,38.640096312769636,37.03695218484002
25,91.53946701359934,34.22020603550574,37.65604046760914
26,89.22324619773175,39.69812265851217,37.380509424248686
27,90.39621479131243,43.19970431086916,39.3140394535011
28,90.24920335595951,48.43061193740832,37.6926319787681
29,90.55936107665805,39.42259789440084,39.90828205958574
