generation,max_fitness,mean_fitness,stdev_fitness
0,93.52728120673464,10.308548578482018,26.00228414219701
1,89.38558927428166,7.980966982299134,23.653864548036804
2,89.83052820481507,8.805527995615948,24.469896996023007
3,90.37645558296867,8.557433100733999,25.162406659326987
4,87.18147857583418,9.185137973168962,22.757374801808957
5,89.10687189361195,9.24199278042846,25.191375607321763
6,91.70901301948916,10.449409362872707,27.080657023105356
7,89.83968822339261,11.080709227005505,27.472619146791185
8,89.43167900420626,7.964852503194297,24.19676435207104
9,92.54355803717007,7.665796875456736,25.041347243944557
10,90.43469878726232,6.794386151346451,23.94987715025338
11,88.65389596854988,8.087648321726977,25.2333771231763
12,87.56927646549752,6.541508822278601,23.009687222405876
13,90.83982739098298,7.771450920911939,24.802748207760462
14,91.71616819497441,7.9477769297218535,27.22564017675938
15,88.94400818918017,8.504864647092134,23.285556264186038
16,87.64737060368046,8.524549271429732,24.712333055842745
17,87.15399989261958,12.812339568400043,26.88414540426933
18,90.91968822339261,12.214121920374312,29.204142569778924
19,92.52283177470682,24.22753808222681,35.23178959224665
20,89.34322890233346,22.09346514755328,35.092308410037994
21,88.69968822339261,24.709776098604177,34.04910365694454
22,89.03353194306673,30.133083626435152,36.72179477511483
23,89.64665872310229,33.84289145707951,36.67398273523331
24,91.92324619773174,38.11210754787326,38.882400577835064
25,90.83302464366022,34.035294007495175,38.803140884924126
26,88.89858512203888,35.20419987033325,38.12777770981751
27,89.44657125383506,31.30012063547201,38.96878987175576
28,89.54010264641754,38.414524655354086,39.891818717462364
29,91.09899466037676,47.4934103246108,41.01078992529322
