generation,max_fitness,mean_fitness,stdev_fitness
0,57.046756665712216,-0.6338017183117297,10.834075059518312
1,66.24425778641309,-1.3882011801709533,11.63498594214046
2,65.9669137782012,-1.8829463036661485,9.97772691467148
3,65.95262782095372,-0.6352641103258978,11.346033240988346
4,66.24742736117437,-0.4182300392409886,11.897267593070335
5,66.11667761151172,-0.5492461715115547,12.122576087602825
6,75.26990021702643,-0.8463893171068294,12.20587934001528
7,57.87010128507693,-1.1067201673670222,12.14685609339789
8,48.71679627126201,-1.0140910789557622,11.148049367335291
9,94.92482618476618,-0.8094720652903669,13.070537737166376
10,75.26020708782076,-0.38396488734491246,13.297860719863937
11,92.64742736117438,0.2590285960218838,13.617730085501258
12,66.60183729848225,-1.3672691562712738,12.833029040142586
13,57.15645558296864,-2.048636609993518,9.93669152089608
14,48.27641489804762,-2.086160938492073,10.1800167161983
15,39.15067522005314,-2.0014913744010565,9.015533811589611
16,57.17399989261955,-0.7263411849602216,12.258902853115766
17,66.26990021702643,0.7617451051193508,13.69844718177927
18,75.08920335595947,0.5978127812957545,14.138429687159746
19,48.159358342626604,0.062335417404476054,11.620614442052432
20,57.041575306970216,1.9723619829369594,14.570857881125017
21,76.02326625757942,3.7239571177891158,18.113742163006947
22,57.19486503108351,5.728067939158294,16.720787904168223
23,88.05833644349734,7.717568237913325,20.433733375698637
24,75.13921377653413,12.849331287880949,23.760853266973992
25,94.82385026742617,12.793301420551739,23.98444928003402
26,66.22855887686998,8.90143890796387,20.760870049231734
27,94.78506424239102,17.234220248079552,23.20413177330277
28,75.16226955283406,13.007805651334207,22.40806802095643
29,66.30964054567593,11.857657716604765,18.665581333508854
