generation,max_fitness,mean_fitness,stdev_fitness
0,89.94322890233346,5.4955802035188,22.66144860182166
1,86.6224637949176,4.832440982547468,21.35106227561695
2,90.83758228947823,3.73081414022042,19.153671506401942
3,91.30226421822039,7.837351748242097,25.46212603895794
4,90.8335479947156,5.012230363590879,21.579235359354765
5,90.91356122494231,5.878127421571115,21.165740673298487
6,89.28394224923466,6.485447488055804,22.643430774526934
7,86.12628484395722,4.132597362908542,21.139220351997114
8,90.60539190157785,3.5891400422602544,18.279398095472217
9,89.32290651349463,5.19961345896269,21.865217880989785
10,57.026190388130736,1.0009937484794833,11.637625833791134
11,90.4022642182204,3.9342468249659457,20.154719903547935
12,89.72957298262516,4.81626555200096,21.77061834166201
13,90.28506926914801,5.71828918025456,22.228600103700213
14,88.54190280195867,8.322135660634908,23.89007606511038
15,88.06000507185288,8.31712618141413,24.704991752898753
16,89.03307397402962,7.6105707767177275,25.512485210171818
17,87.34389233930413,10.237994558370012,24.77064893083867
18,90.4992564842077,14.3807144769031,28.709487101084147
19,89.89067522005318,21.392951861275932,34.000679513871944
20,89.61457939139345,17.941475733770826,31.318814943216356
21,90.86661051127251,18.59564316083064,30.94679765475214
22,92.14226421822039,20.20886030477111,30.335126554911135
23,91.09067522005317,25.17522757581369,33.690036934424754
24,91.40628484395722,25.709874398805795,31.557832724974595
25,91.42027017401381,30.859622107418737,32.80137255201401
26,92.25480889721518,28.572884691149525,33.148921032097384
27,90.97052820481507,31.270820727152554,32.07652327325697
28,91.43642023266135,30.923407243346592,31.577065948434523
29,91.0735479947156,32.330030172705015,34.46257565082525
