generation,max_fitness,mean_fitness,stdev_fitness
0,88.80869011792234,5.0386879491687,22.34307167489494
1,90.86660195700338,6.201049720325671,23.52588053896468
2,90.67419793370404,8.462006141610095,26.70642042493503
3,91.47454706086825,7.581193536318803,23.24269570795098
4,91.89794861721985,7.4188078962674915,23.421123880862538
5,92.19991706964767,10.321390324132015,26.474268418477212
6,90.24364909070209,9.031238038797818,27.026617619129116
7,90.37925648420772,8.402393722820491,23.826741322641357
8,89.32791083107563,6.2767850852885605,22.904323754834287
9,89.99879267830497,4.482549543526912,20.547533578863934
10,91.63669509194095,5.096487713027364,22.955398431094004
11,91.41667761151174,7.019467557425487,23.96251527398207
12,86.9136468403983,4.168809074249096,19.923451021037067
13,87.90873816020957,5.612215401338781,20.681896091710527
14,88.5196882233926,4.84500381227969,20.55608769882412
15,86.70335651065838,5.815742668230895,22.301303183475834
16,91.75935834262663,4.944247093388061,21.254266596525255
17,91.01297711225777,12.712785587560461,27.254612987691033
18,87.70791083107562,9.409194507444614,24.807667714802648
19,89.10324619773175,16.948627274204537,28.709282018993793
20,90.4022642182204,16.724231953130023,27.030444916880896
21,89.79531660910583,17.916468929753517,29.807813967429013
22,91.13788162462296,28.760486933878994,34.941592179626355
23,90.29974528872262,18.522346690007556,30.18728692859036
24,91.78109822612274,31.874847899060192,36.329891214265444
25,89.52698639161589,35.865916696151565,33.10792597661124
26,91.4535733118876,34.840431881006744,35.10757718096841
27,90.01067522005317,39.90024919832411,35.486304234995785
28,91.69067522005317,41.87052850336323,36.20848244725625
29,91.22628484395722,35.17428350679073,34.481520238518726
