1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
77.80000000000021,77.80000000000021,77.80000000000021,77.80000000000021,77.80000000000021,77.80000000000021,8,6,Fixed Structure
