1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
74.80000000000024,74.80000000000024,74.80000000000024,74.80000000000024,74.80000000000024,74.80000000000024,8,7,Fixed Structure
