1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
91.00000000000009,91.00000000000009,91.00000000000009,91.00000000000009,91.00000000000009,91.00000000000009,8,1,Fixed Structure
