1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
84.40000000000015,84.40000000000015,84.40000000000015,84.40000000000015,84.40000000000015,84.40000000000015,8,5,Fixed Structure
