generation,max_fitness,mean_fitness,stdev_fitness
0,89.8429722985938,5.34377845874096,21.206771601837687
1,86.9935479947156,9.495368502934374,24.98868314528407
2,90.50660195700338,7.6202911087057545,23.51845617563036
3,89.29520306650937,7.6338341455768814,22.936093395223285
4,89.324107874517,5.536938149429755,20.80309248085399
5,89.26603857269346,4.624086146618228,19.56868876681036
6,89.3136468403983,6.046119714997004,23.33544748468096
7,89.37105438238983,7.001753676924267,23.689039019685733
8,90.51105438238983,5.467518160031264,22.480699298213924
9,91.77667761151174,6.892528998511342,23.410746013089305
10,90.18939992297538,5.750208661702419,21.934975551534848
11,91.79185751001958,4.432565627811037,19.567878687898613
12,86.11905345936711,5.613332600386918,19.893320889233188
13,89.7641754375678,7.646679904725749,23.93403862531431
14,86.03858578874555,6.655104642511436,21.387753484923728
15,89.93297711225777,8.032582008952994,24.384411364722393
16,88.6022642182204,11.557016638219112,26.979674095734246
17,90.93970258104908,13.809082393116768,28.429526582796505
18,91.91959913428288,16.066210885506145,29.21747356223308
19,91.62206684551656,16.757256169004453,28.56560195162082
20,90.34167537496052,18.538210646165428,29.246384687955203
21,92.05504998251861,19.985043466445774,31.549063190420934
22,91.69357331188759,22.241460062645384,33.4194735239266
23,91.69419793370403,23.118428890456272,31.01763043143417
24,91.365069269148,22.306528754957224,32.096690092137166
25,90.96339389891516,28.951677586661592,34.96287303559831
26,87.96869011792234,31.899088736597246,35.564185168510036
27,91.60226421822038,36.61255004307259,36.34556183417841
28,90.9222695528341,30.827379614002105,34.93840083493602
29,91.27092391510482,33.65391156382791,36.78340509627424
