1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
85.60000000000014,85.60000000000014,85.60000000000014,85.60000000000014,85.60000000000014,85.60000000000014,8,9,Fixed Structure
