1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
80.20000000000019,80.20000000000019,80.20000000000019,80.20000000000019,80.20000000000019,80.20000000000019,8,3,Fixed Structure
