1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
71.80000000000027,71.80000000000027,71.80000000000027,71.80000000000027,71.80000000000027,71.80000000000027,7,2,Flexible Structure
