1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
76.00000000000023,76.00000000000023,76.00000000000023,76.00000000000023,76.00000000000023,76.00000000000023,7,7,Flexible Structure
