1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
70.00000000000028,70.00000000000028,70.00000000000028,70.00000000000028,70.00000000000028,70.00000000000028,7,6,Flexible Structure
