1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
82.60000000000016,82.60000000000016,82.60000000000016,82.60000000000016,82.60000000000016,82.60000000000016,7,3,Flexible Structure
