1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
73.60000000000025,73.60000000000025,73.60000000000025,73.60000000000025,73.60000000000025,73.60000000000025,7,8,Flexible Structure
